seconds	hex
11.088407	a5 01 01 21 0e 00 00 3c 9f c2 0c 0c 00 a4 00 00 bd 00 00 00 00 00 be 00 00 00 00 00 bf 00 00 00 00 00 c0 00 00 00 00 01 47 00 02 21 00 00 06 40 02 22 00 00 0c 1c 02 24 00 02 25 00
11.283052	a5
11.283249	01
11.283381	00 21 0f 00 00 0e 83 b1 12 12
11.288935	00 01
12.485597	a5 01 01 23 00 04 00 0c 53 59 80 0b
12.683300	a5 01 01 21 10 00 00 42 51 43 0c 0c 00 01 00 00 02 00 00 0a 28 00 03 00 00 09 1a 00 05 00 00 0c 00 00 0d 00 00 0e 08 00 11 08 00 12 01 00
12.683481	df 00 00 c9 02 00 17 00 00 1e 01 02
12.689406	27 00 00 00 4f 01 48 01
12.878393	a5 01 01 21 11 00 00 54 50
12.883899	8c 0c 0c 00 22 00 00 25 01 00 27 00 00 2d 00 00 35 00 00 38 00 00 5c 00 00 07 d0 00 39 12 02 03 07 08 09 0b 15 17 1c 1f 21 22 23 24 27 28 2a 31 00 5e 00 00 13 00 00
12.889578	72 00 00 00 00 00 73 01 00 74 06 00 95 00 00 00 00 00 15 00
13.078688	a5 01 01 21 12 00 00 3c 3a f9 0c 0c 00 a4 00 00
13.084397	bd 00 00 00 00 00 be 00 00 00 00 00 bf 00 00 00 00 00 c0 00 00 00 00 01 47 00 02 21 00 00 06 40 02 22 00 00 0c 1c 02 24 00 02 25 00
15.082817	a5 01 01 21 13 00 00 42 8c b3 0c 0c 00 01 00 00
15.088496	02 00 00 0a 28 00 03 00 00 09 1a 00 05 00 00 0c 00 00 0d 00 00 0e 08 00 11 08 00 12 01 00 df 00 00 c9 02 00 17 00 00 1e 01 02 27 00 00 00 4f 01 48 01
15.281214	a5
15.281400	01 01 21 14 00 00 54 9e 36
15.287148	0c 0c 00 22 00 00 25 01 00 27 00 00 2d 00 00 35 00 00 38 00 00 5c 00 00 07 d0 00 39 12 02 03 07 08 09 0b 15 17 1c 1f 21 22 23 24 27 28 2a 31 00 5e 00 00 13 00 00 72
15.287246	00 00 00 00 00 73 01 00 74 06 00
15.292704	95 00 00 00 00 00 15 00
15.481959	a5 01 01 21 15 00 00 3c df af 0c 0c 00 a4 00 00 bd 00
15.487842	00 00 00 00 be 00 00 00 00 00 bf 00 00 00 00 00 c0 00 00 00 00 01 47 00 02 21 00 00 06 40 02 22 00 00 0c 1c 02 24 00 02 25 00
16.676817	a5
16.682513	01 00 21 00 00 00 0c bf 78 26 26
16.877855	a5 01 00 23 00 06 00 0c 44 08 80 28
17.076661	a5 01 00 23 00 07 00 d3 3c c6 80 00 01 70 6b
17.082366	00 10 6e 6e 32 6f 6f 61 61 63 73 77 7a 36 75 79 69 30 70 73 00 10 6e 6e 32 6f 6f 61 61 63 73 77 7a 36 75 79 69 30 76 73 00 4b 7b 22 4d 43 55 22 3a 5b 22 41 43 4d 43 55 2f 56 39 2d 52 31 30 46 54 32
17.087960	37 41 43 2d 46 56 30 30 31 2e 30 30 31 2e 30 33 30 22 5d 2c 22 53 4e 22 3a 22 31 31 31 32 30 31 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 22 7d 73 72 00 03
17.093348	61 70 70 73 64 00 10 74 63 6c 5f 41 43 5f 74 2a 61 70 5f 73 7a 6b 74 70 77 00 20 62 5c 66 79 68 44 42 6d 39 6b 66 5c 66 6f 43 56 62 24 45 56 53 42 2c 75 62 55 4c 56 6e 5f 35 46 6d 74 00 04 00 00 00
17.099051	c8 6d 6c 00 04 00 00 ff ff
17.286749	a5 01 00 21 00 00 00 0c d3 7d 0c 0c
17.484442	a5 01 01 21 16 00
17.489992	00 3c 6b 27 0c 0c 00 a4 00 00 bd 00 00 00 00 00 be 00 00 00 00 00 bf 00 00 00 00 00 c0 00 00 00 00 01 47 00 02 21 00 00 06 40 02 22 00 00 0c 1c 02 24 00 02 25 00
